filepath,species,split
data\processed\images_128\dog_00889_flickr_dog_000989.jpg,dog,train
data\processed\images_128\dog_00065_flickr_dog_000072.jpg,dog,train
data\processed\images_128\dog_00078_flickr_dog_000086.jpg,dog,train
data\processed\images_128\cat_02283_pixabay_cat_001711.jpg,cat,train
data\processed\images_128\dog_00042_flickr_dog_000046.jpg,dog,train
data\processed\images_128\dog_03006_pixabay_dog_002155.jpg,dog,train
data\processed\images_128\dog_05186_pixabay_dog_003468.jpg,dog,train
data\processed\images_128\dog_05038_pixabay_dog_001860.jpg,dog,train
data\processed\images_128\cat_05158_flickr_cat_000080.jpg,cat,train
data\processed\images_128\dog_05163_pixabay_dog_003261.jpg,dog,train
data\processed\images_128\dog_01367_pixabay_dog_000343.jpg,dog,train
data\processed\images_128\dog_04845_flickr_dog_001042.jpg,dog,train
data\processed\images_128\cat_01445_pixabay_cat_000793.jpg,cat,train
data\processed\images_128\dog_04802_flickr_dog_000673.jpg,dog,train
data\processed\images_128\dog_01637_pixabay_dog_000654.jpg,dog,train
data\processed\images_128\cat_02076_pixabay_cat_001489.jpg,cat,train
data\processed\images_128\cat_05534_pixabay_cat_003486.jpg,cat,train
data\processed\images_128\dog_02743_pixabay_dog_001863.jpg,dog,train
data\processed\images_128\dog_00217_flickr_dog_000241.jpg,dog,train
data\processed\images_128\dog_05052_pixabay_dog_001985.jpg,dog,train
data\processed\images_128\dog_05158_pixabay_dog_003197.jpg,dog,train
data\processed\images_128\dog_00776_flickr_dog_000869.jpg,dog,train
data\processed\images_128\cat_00894_pixabay_cat_000184.jpg,cat,train
data\processed\images_128\cat_00079_flickr_cat_000087.jpg,cat,train
data\processed\images_128\cat_04820_pixabay_cat_004464.jpg,cat,train
data\processed\images_128\dog_04928_pixabay_dog_000600.jpg,dog,train
data\processed\images_128\dog_02443_pixabay_dog_001541.jpg,dog,train
data\processed\images_128\dog_03753_pixabay_dog_002976.jpg,dog,train
data\processed\images_128\cat_05131_pixabay_cat_004810.jpg,cat,train
data\processed\images_128\cat_04611_pixabay_cat_004240.jpg,cat,train
data\processed\images_128\cat_01378_pixabay_cat_000718.jpg,cat,train
data\processed\images_128\dog_04728_pixabay_dog_004046.jpg,dog,train
data\processed\images_128\cat_00754_pixabay_cat_000027.jpg,cat,train
data\processed\images_128\cat_01775_pixabay_cat_001161.jpg,cat,train
data\processed\images_128\dog_04558_pixabay_dog_003859.jpg,dog,train
data\processed\images_128\dog_00492_flickr_dog_000539.jpg,dog,train
data\processed\images_128\dog_00607_flickr_dog_000672.jpg,dog,train
data\processed\images_128\dog_04626_pixabay_dog_003931.jpg,dog,train
data\processed\images_128\cat_00518_flickr_cat_000583.jpg,cat,train
data\processed\images_128\cat_04356_pixabay_cat_003962.jpg,cat,train
data\processed\images_128\cat_01860_pixabay_cat_001251.jpg,cat,train
data\processed\images_128\dog_01015_flickr_dog_001134.jpg,dog,train
data\processed\images_128\dog_05162_pixabay_dog_003251.jpg,dog,train
data\processed\images_128\dog_03140_pixabay_dog_002301.jpg,dog,train
data\processed\images_128\cat_00937_pixabay_cat_000229.jpg,cat,train
data\processed\images_128\cat_01174_pixabay_cat_000490.jpg,cat,train
data\processed\images_128\cat_04644_pixabay_cat_004274.jpg,cat,train
data\processed\images_128\cat_04106_pixabay_cat_003683.jpg,cat,train
data\processed\images_128\cat_00743_pixabay_cat_000016.jpg,cat,train
data\processed\images_128\dog_04519_pixabay_dog_003819.jpg,dog,train
data\processed\images_128\cat_03957_pixabay_cat_003523.jpg,cat,train
data\processed\images_128\dog_04951_pixabay_dog_000818.jpg,dog,train
data\processed\images_128\dog_01672_pixabay_dog_000690.jpg,dog,train
data\processed\images_128\cat_03319_pixabay_cat_002827.jpg,cat,train
data\processed\images_128\cat_05634_pixabay_cat_004635.jpg,cat,train
data\processed\images_128\cat_03864_pixabay_cat_003421.jpg,cat,train
data\processed\images_128\dog_00331_flickr_dog_000365.jpg,dog,train
data\processed\images_128\cat_00284_flickr_cat_000324.jpg,cat,train
data\processed\images_128\dog_03043_pixabay_dog_002195.jpg,dog,train
data\processed\images_128\cat_02818_pixabay_cat_002286.jpg,cat,train
data\processed\images_128\dog_00459_flickr_dog_000504.jpg,dog,train
data\processed\images_128\dog_00448_flickr_dog_000492.jpg,dog,train
data\processed\images_128\cat_00718_flickr_cat_000807.jpg,cat,train
data\processed\images_128\dog_00610_flickr_dog_000677.jpg,dog,train
data\processed\images_128\cat_05403_pixabay_cat_001811.jpg,cat,train
data\processed\images_128\cat_04182_pixabay_cat_003772.jpg,cat,train
data\processed\images_128\cat_01180_pixabay_cat_000498.jpg,cat,train
data\processed\images_128\dog_03596_pixabay_dog_002804.jpg,dog,train
data\processed\images_128\dog_00428_flickr_dog_000470.jpg,dog,train
data\processed\images_128\cat_01851_pixabay_cat_001242.jpg,cat,train
data\processed\images_128\cat_00549_flickr_cat_000620.jpg,cat,train
data\processed\images_128\cat_04200_pixabay_cat_003791.jpg,cat,train
data\processed\images_128\cat_04087_pixabay_cat_003664.jpg,cat,train
data\processed\images_128\dog_05130_pixabay_dog_002854.jpg,dog,train
data\processed\images_128\cat_03700_pixabay_cat_003246.jpg,cat,train
data\processed\images_128\cat_01338_pixabay_cat_000675.jpg,cat,train
data\processed\images_128\dog_02136_pixabay_dog_001204.jpg,dog,train
data\processed\images_128\cat_00044_flickr_cat_000049.jpg,cat,train
data\processed\images_128\cat_00511_flickr_cat_000576.jpg,cat,train
data\processed\images_128\cat_01686_pixabay_cat_001063.jpg,cat,train
data\processed\images_128\cat_05154_flickr_cat_000011.jpg,cat,train
data\processed\images_128\cat_02621_pixabay_cat_002067.jpg,cat,train
data\processed\images_128\dog_02391_pixabay_dog_001483.jpg,dog,train
data\processed\images_128\cat_02413_pixabay_cat_001846.jpg,cat,train
data\processed\images_128\dog_02195_pixabay_dog_001269.jpg,dog,train
data\processed\images_128\cat_00650_flickr_cat_000731.jpg,cat,train
data\processed\images_128\cat_01323_pixabay_cat_000657.jpg,cat,train
data\processed\images_128\dog_04817_flickr_dog_000785.jpg,dog,train
data\processed\images_128\dog_03356_pixabay_dog_002537.jpg,dog,train
data\processed\images_128\cat_05257_pixabay_cat_000165.jpg,cat,train
data\processed\images_128\cat_00783_pixabay_cat_000059.jpg,cat,train
data\processed\images_128\cat_04880_pixabay_cat_004531.jpg,cat,train
data\processed\images_128\cat_04407_pixabay_cat_004017.jpg,cat,train
data\processed\images_128\cat_00481_flickr_cat_000541.jpg,cat,train
data\processed\images_128\cat_03439_pixabay_cat_002960.jpg,cat,train
data\processed\images_128\dog_00691_flickr_dog_000767.jpg,dog,train
data\processed\images_128\cat_01270_pixabay_cat_000598.jpg,cat,train
data\processed\images_128\cat_01603_pixabay_cat_000971.jpg,cat,train
data\processed\images_128\dog_03807_pixabay_dog_003033.jpg,dog,train
data\processed\images_128\dog_02098_pixabay_dog_001161.jpg,dog,train
data\processed\images_128\dog_01292_pixabay_dog_000254.jpg,dog,train
data\processed\images_128\dog_04262_pixabay_dog_003540.jpg,dog,train
data\processed\images_128\cat_01504_pixabay_cat_000863.jpg,cat,train
data\processed\images_128\cat_03067_pixabay_cat_002557.jpg,cat,train
data\processed\images_128\cat_00583_flickr_cat_000660.jpg,cat,train
data\processed\images_128\dog_03914_pixabay_dog_003148.jpg,dog,train
data\processed\images_128\cat_04666_pixabay_cat_004296.jpg,cat,train
data\processed\images_128\cat_03449_pixabay_cat_002970.jpg,cat,train
data\processed\images_128\cat_05558_pixabay_cat_003748.jpg,cat,train
data\processed\images_128\cat_01029_pixabay_cat_000332.jpg,cat,train
data\processed\images_128\dog_02616_pixabay_dog_001728.jpg,dog,train
data\processed\images_128\dog_00033_flickr_dog_000035.jpg,dog,train
data\processed\images_128\dog_02088_pixabay_dog_001149.jpg,dog,train
data\processed\images_128\dog_02681_pixabay_dog_001794.jpg,dog,train
data\processed\images_128\cat_03723_pixabay_cat_003270.jpg,cat,train
data\processed\images_128\cat_00132_flickr_cat_000144.jpg,cat,train
data\processed\images_128\cat_00425_flickr_cat_000477.jpg,cat,train
data\processed\images_128\cat_05467_pixabay_cat_002686.jpg,cat,train
data\processed\images_128\dog_04026_pixabay_dog_003272.jpg,dog,train
data\processed\images_128\cat_04485_pixabay_cat_004101.jpg,cat,train
data\processed\images_128\cat_02270_pixabay_cat_001697.jpg,cat,train
data\processed\images_128\dog_04780_flickr_dog_000491.jpg,dog,train
data\processed\images_128\cat_03961_pixabay_cat_003528.jpg,cat,train
data\processed\images_128\dog_04066_pixabay_dog_003315.jpg,dog,train
data\processed\images_128\dog_03928_pixabay_dog_003163.jpg,dog,train
data\processed\images_128\dog_03668_pixabay_dog_002883.jpg,dog,train
data\processed\images_128\cat_03033_pixabay_cat_002521.jpg,cat,train
data\processed\images_128\dog_02048_pixabay_dog_001107.jpg,dog,train
data\processed\images_128\dog_04482_pixabay_dog_003782.jpg,dog,train
data\processed\images_128\dog_02071_pixabay_dog_001131.jpg,dog,train
data\processed\images_128\dog_00201_flickr_dog_000225.jpg,dog,train
data\processed\images_128\dog_00038_flickr_dog_000040.jpg,dog,train
data\processed\images_128\dog_02978_pixabay_dog_002121.jpg,dog,train
data\processed\images_128\dog_00738_flickr_dog_000824.jpg,dog,train
data\processed\images_128\cat_05592_pixabay_cat_004171.jpg,cat,train
data\processed\images_128\cat_02139_pixabay_cat_001554.jpg,cat,train
data\processed\images_128\cat_02188_pixabay_cat_001605.jpg,cat,train
data\processed\images_128\dog_01437_pixabay_dog_000421.jpg,dog,train
data\processed\images_128\cat_00833_pixabay_cat_000115.jpg,cat,train
data\processed\images_128\cat_01782_pixabay_cat_001168.jpg,cat,train
data\processed\images_128\dog_03897_pixabay_dog_003130.jpg,dog,train
data\processed\images_128\dog_03468_pixabay_dog_002661.jpg,dog,train
data\processed\images_128\cat_03513_pixabay_cat_003043.jpg,cat,train
data\processed\images_128\cat_04980_pixabay_cat_004645.jpg,cat,train
data\processed\images_128\dog_00187_flickr_dog_000207.jpg,dog,train
data\processed\images_128\dog_00896_flickr_dog_000996.jpg,dog,train
data\processed\images_128\cat_02540_pixabay_cat_001979.jpg,cat,train
data\processed\images_128\dog_04529_pixabay_dog_003829.jpg,dog,train
data\processed\images_128\cat_04123_pixabay_cat_003703.jpg,cat,train
data\processed\images_128\cat_01689_pixabay_cat_001066.jpg,cat,train
data\processed\images_128\cat_02541_pixabay_cat_001980.jpg,cat,train
data\processed\images_128\cat_04908_pixabay_cat_004563.jpg,cat,train
data\processed\images_128\cat_03504_pixabay_cat_003032.jpg,cat,train
data\processed\images_128\dog_02234_pixabay_dog_001310.jpg,dog,train
data\processed\images_128\cat_04906_pixabay_cat_004560.jpg,cat,train
data\processed\images_128\cat_00716_flickr_cat_000805.jpg,cat,train
data\processed\images_128\dog_00600_flickr_dog_000665.jpg,dog,train
data\processed\images_128\cat_04627_pixabay_cat_004257.jpg,cat,train
data\processed\images_128\dog_02572_pixabay_dog_001680.jpg,dog,train
data\processed\images_128\cat_04277_pixabay_cat_003875.jpg,cat,train
data\processed\images_128\dog_03543_pixabay_dog_002741.jpg,dog,train
data\processed\images_128\dog_04453_pixabay_dog_003748.jpg,dog,train
data\processed\images_128\cat_00507_flickr_cat_000571.jpg,cat,train
data\processed\images_128\cat_02591_pixabay_cat_002035.jpg,cat,train
data\processed\images_128\dog_01153_pixabay_dog_000100.jpg,dog,train
data\processed\images_128\dog_00879_flickr_dog_000979.jpg,dog,train
data\processed\images_128\dog_03787_pixabay_dog_003013.jpg,dog,train
data\processed\images_128\cat_02481_pixabay_cat_001916.jpg,cat,train
data\processed\images_128\cat_00307_flickr_cat_000348.jpg,cat,train
data\processed\images_128\cat_01089_pixabay_cat_000399.jpg,cat,train
data\processed\images_128\dog_02081_pixabay_dog_001141.jpg,dog,train
data\processed\images_128\dog_00756_flickr_dog_000845.jpg,dog,train
data\processed\images_128\dog_01280_pixabay_dog_000242.jpg,dog,train
data\processed\images_128\dog_02762_pixabay_dog_001883.jpg,dog,train
data\processed\images_128\cat_01960_pixabay_cat_001360.jpg,cat,train
data\processed\images_128\dog_01147_pixabay_dog_000094.jpg,dog,train
data\processed\images_128\dog_00759_flickr_dog_000850.jpg,dog,train
data\processed\images_128\cat_02995_pixabay_cat_002481.jpg,cat,train
data\processed\images_128\cat_01554_pixabay_cat_000919.jpg,cat,train
data\processed\images_128\dog_00861_flickr_dog_000959.jpg,dog,train
data\processed\images_128\cat_00958_pixabay_cat_000253.jpg,cat,train
data\processed\images_128\dog_00825_flickr_dog_000920.jpg,dog,train
data\processed\images_128\cat_00443_flickr_cat_000496.jpg,cat,train
data\processed\images_128\cat_03141_pixabay_cat_002633.jpg,cat,train
data\processed\images_128\cat_04073_pixabay_cat_003650.jpg,cat,train
data\processed\images_128\cat_02104_pixabay_cat_001518.jpg,cat,train
data\processed\images_128\dog_03558_pixabay_dog_002758.jpg,dog,train
data\processed\images_128\cat_00388_flickr_cat_000438.jpg,cat,train
data\processed\images_128\cat_01639_pixabay_cat_001012.jpg,cat,train
data\processed\images_128\cat_00807_pixabay_cat_000086.jpg,cat,train
data\processed\images_128\cat_00139_flickr_cat_000151.jpg,cat,train
data\processed\images_128\dog_01466_pixabay_dog_000451.jpg,dog,train
data\processed\images_128\cat_01372_pixabay_cat_000712.jpg,cat,train
data\processed\images_128\cat_02604_pixabay_cat_002049.jpg,cat,train
data\processed\images_128\cat_04887_pixabay_cat_004538.jpg,cat,train
data\processed\images_128\cat_05284_pixabay_cat_000441.jpg,cat,train
data\processed\images_128\cat_00506_flickr_cat_000569.jpg,cat,train
data\processed\images_128\dog_04937_pixabay_dog_000691.jpg,dog,train
data\processed\images_128\dog_00166_flickr_dog_000183.jpg,dog,train
data\processed\images_128\cat_04737_pixabay_cat_004375.jpg,cat,train
data\processed\images_128\cat_05606_pixabay_cat_004343.jpg,cat,train
data\processed\images_128\dog_02491_pixabay_dog_001595.jpg,dog,train
data\processed\images_128\cat_00393_flickr_cat_000444.jpg,cat,train
data\processed\images_128\dog_01450_pixabay_dog_000434.jpg,dog,train
data\processed\images_128\cat_00737_pixabay_cat_000009.jpg,cat,train
data\processed\images_128\cat_00651_flickr_cat_000732.jpg,cat,train
data\processed\images_128\dog_03181_pixabay_dog_002348.jpg,dog,train
data\processed\images_128\dog_02781_pixabay_dog_001904.jpg,dog,train
data\processed\images_128\cat_01362_pixabay_cat_000701.jpg,cat,train
data\processed\images_128\cat_04973_pixabay_cat_004638.jpg,cat,train
data\processed\images_128\cat_05602_pixabay_cat_004303.jpg,cat,train
data\processed\images_128\cat_05549_pixabay_cat_003688.jpg,cat,train
data\processed\images_128\dog_03916_pixabay_dog_003151.jpg,dog,train
data\processed\images_128\dog_01681_pixabay_dog_000700.jpg,dog,train
data\processed\images_128\cat_04201_pixabay_cat_003792.jpg,cat,train
data\processed\images_128\dog_03207_pixabay_dog_002376.jpg,dog,train
data\processed\images_128\cat_01515_pixabay_cat_000875.jpg,cat,train
data\processed\images_128\dog_03407_pixabay_dog_002594.jpg,dog,train
data\processed\images_128\dog_00339_flickr_dog_000374.jpg,dog,train
data\processed\images_128\dog_02253_pixabay_dog_001329.jpg,dog,train
data\processed\images_128\cat_01783_pixabay_cat_001169.jpg,cat,train
data\processed\images_128\cat_02838_pixabay_cat_002308.jpg,cat,train
data\processed\images_128\cat_03584_pixabay_cat_003118.jpg,cat,train
data\processed\images_128\cat_01252_pixabay_cat_000578.jpg,cat,train
data\processed\images_128\cat_03561_pixabay_cat_003094.jpg,cat,train
data\processed\images_128\cat_02447_pixabay_cat_001881.jpg,cat,train
data\processed\images_128\dog_05019_pixabay_dog_001568.jpg,dog,train
data\processed\images_128\dog_01578_pixabay_dog_000586.jpg,dog,train
data\processed\images_128\dog_01049_flickr_dog_001168.jpg,dog,train
data\processed\images_128\cat_01617_pixabay_cat_000986.jpg,cat,train
data\processed\images_128\cat_05069_pixabay_cat_004740.jpg,cat,train
data\processed\images_128\cat_04013_pixabay_cat_003586.jpg,cat,train
data\processed\images_128\cat_00124_flickr_cat_000135.jpg,cat,train
data\processed\images_128\dog_03167_pixabay_dog_002334.jpg,dog,train
data\processed\images_128\cat_03074_pixabay_cat_002565.jpg,cat,train
data\processed\images_128\dog_02852_pixabay_dog_001986.jpg,dog,train
data\processed\images_128\cat_01832_pixabay_cat_001223.jpg,cat,train
data\processed\images_128\cat_00448_flickr_cat_000501.jpg,cat,train
data\processed\images_128\cat_02715_pixabay_cat_002173.jpg,cat,train
data\processed\images_128\dog_03959_pixabay_dog_003199.jpg,dog,train
data\processed\images_128\cat_02938_pixabay_cat_002416.jpg,cat,train
data\processed\images_128\cat_02868_pixabay_cat_002342.jpg,cat,train
data\processed\images_128\dog_02979_pixabay_dog_002123.jpg,dog,train
data\processed\images_128\cat_02071_pixabay_cat_001484.jpg,cat,train
data\processed\images_128\cat_04855_pixabay_cat_004502.jpg,cat,train
data\processed\images_128\cat_02352_pixabay_cat_001783.jpg,cat,train
data\processed\images_128\dog_01425_pixabay_dog_000407.jpg,dog,train
data\processed\images_128\dog_04634_pixabay_dog_003940.jpg,dog,train
data\processed\images_128\cat_04653_pixabay_cat_004283.jpg,cat,train
data\processed\images_128\dog_01378_pixabay_dog_000355.jpg,dog,train
data\processed\images_128\cat_04976_pixabay_cat_004641.jpg,cat,train
data\processed\images_128\cat_04529_pixabay_cat_004148.jpg,cat,train
data\processed\images_128\dog_02624_pixabay_dog_001737.jpg,dog,train
